chrom	start	end	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B
12883	chr3	194572680	194573120	0	2	2	2	4	5	6	11	2	15	1	3
12884	chr3	194578040	194578380	6	28	7	12	8	13	7	4	0	12	1	4
12885	chr3	194583690	194584650	176	465	300	524	291	370	220	202	151	172	111	300
12886	chr3	194590300	194590670	15	28	15	42	20	16	12	14	13	23	10	18
12887	chr3	194740700	194742120	4	7	6	9	13	6	85	52	25	49	33	82
12888	chr3	194769050	194769570	6	11	15	22	13	13	3	3	1	2	2	1
12889	chr3	194806960	194807490	2	5	2	6	9	5	0	0	0	3	0	1
12890	chr3	194871240	194872580	33	44	18	33	96	83	186	112	32	56	57	124
12891	chr3	195030710	195031250	3	19	10	23	16	10	0	0	0	0	1	0
12892	chr3	195095190	195095740	1	7	4	2	1	6	5	12	1	2	5	26
12893	chr3	195102610	195103230	3	6	2	5	1	3	31	20	6	23	8	19
12894	chr3	195119060	195120340	7	6	7	10	5	12	81	110	49	89	40	122
12895	chr3	195187590	195188160	5	1	2	0	1	1	11	7	2	7	1	4
12896	chr3	195198170	195198430	0	7	1	3	3	6	2	0	1	0	0	0
12897	chr3	195259220	195260670	55	99	58	150	81	95	141	203	107	194	66	187
12898	chr3	195385380	195385910	1	3	0	5	1	2	12	10	5	13	1	2
12899	chr3	195870490	195870830	4	6	1	6	2	4	8	13	1	12	3	5
12900	chr3	195914640	195915320	10	22	9	19	15	21	24	29	8	21	14	44
12901	chr3	196144100	196144740	0	1	0	0	0	0	34	17	23	30	6	8
12902	chr3	196327160	196327680	17	31	8	36	18	25	20	18	16	23	9	11
12903	chr3	196528550	196529280	55	141	83	204	96	132	91	102	62	80	32	149
12904	chr3	196631760	196633340	63	170	72	181	97	89	363	310	188	302	161	370
12905	chr3	196650910	196651400	11	15	4	11	11	5	1	1	0	1	0	2
12906	chr3	196665900	196666400	7	15	3	13	5	6	0	4	2	1	0	4
12907	chr3	196793020	196793520	2	5	1	10	3	3	12	16	18	24	5	11
12908	chr3	197002660	197003520	25	94	46	101	57	52	0	3	1	7	0	4
12909	chr3	197031340	197032090	22	40	8	31	34	22	31	49	16	37	7	38
12910	chr3	197352250	197352610	0	0	0	0	0	0	1	10	0	0	1	10
12911	chr3	197367080	197368240	1	2	0	2	3	1	29	43	15	48	5	26
12912	chr3	197372010	197372670	1	1	2	3	1	1	18	20	11	20	1	17
12913	chr3	197394440	197395430	0	0	0	2	0	0	82	82	42	112	15	77
12914	chr3	197627790	197628130	3	10	5	11	8	15	20	19	7	19	9	33
12915	chr3	197712230	197712670	7	12	10	24	10	12	35	12	19	26	5	19
12916	chr3	197854990	197855460	2	5	0	1	1	4	6	13	0	15	1	12
12917	chr3	197912670	197913300	0	1	3	10	1	0	15	15	13	13	7	15
12918	chr3	197957530	197958050	63	164	49	144	110	96	311	317	118	272	106	277
12919	chr4	473970	474390	33	151	36	159	54	80	13	24	15	27	8	24
12920	chr4	663350	664390	1	0	2	1	3	1	70	38	36	56	28	58
12921	chr4	687240	687560	27	72	52	85	46	54	25	14	11	13	7	21
12922	chr4	687640	688260	39	81	38	89	70	66	10	16	14	20	3	11
12923	chr4	781440	782530	221	421	274	540	279	330	167	147	147	141	119	249
12924	chr4	1043640	1044570	22	45	25	51	25	20	40	21	30	39	21	41
12925	chr4	1166860	1167920	8	21	9	30	9	12	55	104	48	74	42	120
12926	chr4	1192080	1192600	8	26	7	30	14	17	15	7	10	16	3	17
12927	chr4	1323720	1324110	3	13	1	7	5	7	6	6	7	7	0	3
12928	chr4	1458480	1459100	0	0	0	0	0	0	1	1	0	1	6	45
12929	chr4	1513140	1513590	7	16	13	28	14	16	14	16	6	8	2	12
12930	chr4	1520260	1520830	0	3	1	1	0	0	19	23	13	21	9	16
12931	chr4	1579220	1579940	30	66	43	114	38	67	19	30	22	28	12	38
12932	chr4	1579990	1580760	68	80	59	100	78	60	34	26	25	41	16	24
12933	chr4	1766120	1766670	20	57	20	71	41	37	2	0	0	1	0	0
12934	chr4	1766690	1767680	33	115	60	152	57	71	1	4	4	10	6	1
12935	chr4	1777730	1778150	4	16	6	18	2	9	0	1	0	1	0	0
12936	chr4	2044090	2044470	16	27	15	29	21	21	4	6	3	16	1	5
12937	chr4	2095740	2096600	2	10	7	6	7	2	45	23	17	33	11	42
12938	chr4	2330170	2330460	1	3	0	3	4	4	7	2	0	0	1	3
12939	chr4	2412760	2413940	37	98	34	95	63	44	79	77	34	85	30	71
12940	chr4	2462360	2462720	10	34	23	39	22	22	6	16	18	15	11	17
12941	chr4	2535170	2537490	126	374	243	469	282	302	189	233	130	235	89	274
12942	chr4	2761290	2761850	0	0	1	0	1	2	0	0	0	0	6	13
12943	chr4	2794260	2794910	17	36	18	31	19	29	14	10	6	8	2	7
12944	chr4	2796360	2796970	38	100	30	105	42	60	1	3	1	5	1	2
12945	chr4	2977430	2977950	1	1	2	3	3	2	20	11	10	17	10	16
12946	chr4	3292040	3293710	50	200	113	214	113	160	82	127	91	108	57	149
12947	chr4	3342450	3342840	4	9	12	11	7	8	3	2	2	1	2	4
12948	chr4	3436480	3437370	24	96	35	88	48	50	28	42	36	38	14	44
12949	chr4	3955200	3955830	4	28	4	22	15	16	17	27	18	24	6	21
12950	chr4	4575130	4575810	36	65	57	73	73	62	50	55	38	59	49	160
12951	chr4	4659950	4660390	3	1	0	3	2	0	11	7	8	12	3	8
12952	chr4	4672510	4672830	0	1	0	0	2	0	1	1	0	1	8	12
12953	chr4	4672850	4673210	0	1	1	2	0	1	5	6	1	0	8	17
12954	chr4	5037690	5038310	0	0	3	2	0	1	43	14	12	29	9	28
12955	chr4	5165720	5166260	0	2	0	0	1	2	10	6	8	9	3	10
12956	chr4	5635570	5636020	0	0	1	1	1	0	2	8	8	9	1	5
12957	chr4	6245570	6245840	0	0	0	0	1	0	6	3	5	6	1	12
12958	chr4	6461310	6461850	0	5	4	1	0	1	4	3	4	7	6	17
12959	chr4	6470210	6471420	74	163	96	192	104	134	52	55	32	66	25	91
12960	chr4	6633050	6633460	3	0	1	4	1	7	3	3	0	2	4	8
12961	chr4	6633480	6633910	1	0	2	0	1	2	3	1	0	1	4	18
12962	chr4	6673500	6674270	82	188	66	244	105	168	2	1	0	1	1	1
12963	chr4	6688670	6689750	16	48	23	41	30	25	45	61	37	49	22	43
12964	chr4	6724370	6725050	0	0	0	0	0	1	17	7	4	3	16	28
12965	chr4	6727070	6727800	0	0	0	0	0	0	37	34	19	36	9	39
12966	chr4	6732480	6733430	58	137	65	167	82	97	44	40	26	52	31	56
12967	chr4	6747060	6747820	23	40	25	46	28	34	15	16	3	9	5	29
12968	chr4	6749320	6750400	16	27	14	26	48	46	24	43	2	7	44	103
12969	chr4	6767660	6768320	0	1	0	1	2	2	45	48	16	52	12	49
12970	chr4	6768340	6768690	0	1	0	0	0	1	6	10	7	17	3	19
12971	chr4	6892050	6892720	26	98	31	80	57	61	28	15	19	26	3	20
12972	chr4	6893480	6893930	34	41	15	31	39	24	2	2	3	3	4	11
12973	chr4	6917480	6917860	19	40	16	33	31	51	7	6	5	8	1	6
12974	chr4	7021910	7022670	14	36	16	38	40	32	48	54	30	48	19	46
12975	chr4	7102210	7102580	4	15	5	10	7	7	5	15	6	11	5	10
12976	chr4	7103090	7103720	88	204	164	205	139	162	51	46	58	41	38	89
12977	chr4	7206300	7206760	4	23	4	18	9	8	9	12	7	11	2	10
12978	chr4	7206930	7207560	9	20	9	18	10	9	21	11	17	15	3	11
12979	chr4	7266280	7267320	19	28	14	31	14	9	53	48	35	64	15	33
12980	chr4	7328970	7329170	0	3	1	2	0	4	2	2	2	3	0	1
12981	chr4	7430110	7430670	2	2	0	3	0	1	14	7	7	10	5	15
12982	chr4	7805420	7806050	12	37	27	52	18	23	14	12	4	16	3	4
12983	chr4	7806070	7806510	24	59	23	59	18	36	10	7	3	12	2	9
12984	chr4	7842560	7843270	27	34	29	52	28	28	121	60	97	122	24	71
12985	chr4	7843980	7844900	16	26	16	46	21	11	101	63	68	119	30	61
12986	chr4	7861180	7861880	9	17	8	16	10	4	29	23	2	27	6	18
12987	chr4	7960440	7961190	16	38	14	50	18	14	0	1	0	4	0	2
12988	chr4	7965270	7965610	5	4	0	4	3	1	0	1	0	0	0	0
12989	chr4	7969880	7970370	11	25	8	38	14	20	0	0	0	0	1	0
12990	chr4	8100980	8101860	7	16	3	9	21	26	34	40	4	14	16	57
12991	chr4	8181730	8182290	3	19	4	7	17	28	4	10	0	1	0	10
12992	chr4	8182710	8183700	25	68	19	40	111	112	27	36	4	4	25	69
12993	chr4	8191080	8191780	3	13	2	5	16	26	19	22	12	19	10	26
12994	chr4	8248030	8248280	3	5	4	8	3	10	0	0	0	0	0	0
12995	chr4	8260670	8261070	7	8	3	11	10	8	0	1	1	0	0	0
12996	chr4	8315260	8315930	0	3	0	1	4	1	17	12	4	6	14	35
12997	chr4	8316120	8316600	0	4	0	3	3	2	5	9	2	5	6	6
12998	chr4	8354060	8354580	1	10	8	9	3	12	19	19	10	19	4	18
12999	chr4	8428280	8429140	105	264	185	270	259	215	151	166	109	185	80	171
13000	chr4	9153020	9153470	5	18	2	21	7	8	7	12	3	8	1	12
13001	chr4	10006120	10006750	9	15	5	25	30	23	4	4	1	1	9	19
13002	chr4	10095940	10096420	10	21	11	22	20	22	15	33	3	23	12	24
13003	chr4	10461090	10461760	0	2	3	2	1	1	15	22	7	27	7	29
13004	chr4	10611720	10612160	0	0	1	1	1	0	16	2	7	10	5	2
13005	chr4	11495280	11495660	0	0	0	0	0	0	9	5	3	2	1	17
13006	chr4	11497280	11498000	0	0	0	1	0	0	30	61	8	15	18	55
13007	chr4	11505020	11505860	15	29	12	28	25	17	32	12	3	6	13	21
13008	chr4	11614260	11614730	4	6	2	4	6	3	9	3	3	1	2	16
13009	chr4	11635360	11635870	0	8	5	3	6	2	3	0	1	6	1	11
13010	chr4	11650580	11651410	24	40	19	24	36	28	7	3	2	1	1	7
13011	chr4	11698740	11699250	2	2	1	4	1	1	6	4	2	6	1	3
13012	chr4	13524900	13525310	0	0	0	0	0	0	2	9	6	6	0	6
13013	chr4	13547080	13548000	0	4	6	9	5	4	69	65	71	111	19	63
13014	chr4	13559290	13559990	0	1	1	3	1	1	16	15	10	36	0	5
13015	chr4	13640330	13640660	9	23	8	10	7	3	0	1	0	1	1	2
13016	chr4	13654110	13654900	15	55	41	79	21	26	3	2	4	1	3	5
13017	chr4	13891870	13892700	29	45	29	57	22	11	17	11	12	9	2	5
13018	chr4	13892810	13893070	9	15	9	25	9	10	0	8	1	4	0	3
13019	chr4	13906840	13907860	17	27	16	36	18	23	42	28	9	18	13	38
13020	chr4	13988360	13989490	42	108	59	119	45	55	0	0	0	0	1	0
13021	chr4	13990860	13991630	48	144	78	161	59	30	0	0	0	1	2	0
13022	chr4	14667900	14668320	1	2	0	0	2	2	0	1	0	0	3	2
13023	chr4	14916410	14917070	13	39	15	43	15	12	0	2	0	1	1	1
13024	chr4	14917090	14917520	10	37	8	26	6	7	1	1	0	0	0	0
13025	chr4	15004680	15004980	13	45	21	58	24	18	4	2	3	3	2	4
13026	chr4	15149640	15150190	1	15	5	5	4	9	0	0	0	1	0	1
13027	chr4	15303080	15303350	3	2	3	2	3	1	1	1	0	1	0	1
13028	chr4	15451380	15451970	0	6	2	3	0	5	14	6	12	19	2	6
13029	chr4	15478920	15480050	40	163	62	125	63	118	46	74	36	65	18	74
13030	chr4	15690200	15690960	21	101	29	51	28	36	56	44	38	95	10	33
13031	chr4	15905740	15906650	21	49	20	63	33	37	43	33	25	40	10	42
13032	chr4	15921230	15921730	1	7	6	12	2	1	11	0	4	10	1	4
13033	chr4	16034120	16034640	7	25	22	30	12	11	1	1	1	3	0	2
13034	chr4	17549160	17549510	2	4	5	9	3	10	5	11	2	3	1	8
13035	chr4	18882280	18882750	1	0	1	1	0	1	21	17	10	19	10	17
13036	chr4	19456040	19457110	0	2	1	2	0	1	42	42	21	49	14	55
13037	chr4	19776070	19776610	0	0	2	6	2	3	12	12	9	16	3	8
13038	chr4	21452290	21452610	0	0	0	0	0	1	5	12	3	3	1	4
13039	chr4	23920630	23921040	0	0	0	0	0	0	8	9	8	4	6	6
13040	chr4	23921240	23921820	0	0	0	0	0	1	6	16	6	6	8	15
13041	chr4	24105330	24105930	3	10	5	10	17	9	8	5	0	1	6	12
13042	chr4	24210580	24210840	4	2	2	6	2	6	0	0	0	0	1	0
13043	chr4	24469950	24470670	13	59	27	69	42	55	8	16	8	16	6	23
13044	chr4	24763700	24764160	1	2	0	3	2	0	4	1	0	1	6	19
13045	chr4	25457040	25457290	0	3	3	1	0	0	0	0	0	0	1	0
13046	chr4	25486180	25486550	1	3	4	5	2	4	0	0	0	1	0	0
13047	chr4	25552590	25553440	32	54	19	86	39	44	18	17	7	14	9	25
13048	chr4	25563160	25563500	0	0	0	0	0	0	10	7	4	4	6	5
13049	chr4	25652160	25652710	9	25	11	41	13	17	1	0	2	2	0	1
13050	chr4	25795540	25796500	7	30	13	22	11	27	37	73	26	21	26	74
13051	chr4	25814110	25815190	34	73	18	71	60	51	52	61	27	66	2	30
13052	chr4	26020850	26021270	0	0	0	0	0	0	5	17	1	0	10	8
13053	chr4	26139830	26140560	0	0	0	0	0	0	25	21	5	9	5	35
13054	chr4	26140570	26140970	0	0	0	0	0	0	14	23	4	7	6	24
13055	chr4	26142060	26142660	0	0	0	0	0	0	12	11	0	0	7	34
13056	chr4	26171710	26172520	0	0	0	0	1	0	21	25	4	11	9	35
13057	chr4	26220420	26222120	0	1	0	1	1	0	219	200	94	221	65	178
13058	chr4	26223200	26223600	1	0	0	0	0	0	20	15	9	12	13	18
13059	chr4	26288310	26288570	5	7	3	7	7	2	0	0	0	0	0	0
13060	chr4	26589560	26589880	1	1	0	1	1	1	3	6	1	1	2	1
13061	chr4	26787790	26788310	6	34	6	25	19	22	8	6	2	6	5	10
13062	chr4	26857190	26857970	32	140	48	147	66	94	43	55	43	42	30	87
13063	chr4	28287760	28288440	1	0	1	2	0	0	4	4	10	12	0	2
13064	chr4	30717010	30717850	20	56	23	35	40	30	35	55	52	57	12	39
13065	chr4	30757080	30757900	0	1	1	0	2	2	24	13	6	15	0	4
13066	chr4	30866860	30867290	0	0	0	0	0	0	2	12	1	1	7	6
13067	chr4	30867310	30867790	0	0	0	0	1	0	4	6	1	0	4	11
13068	chr4	32716590	32717200	0	1	0	0	0	0	66	59	10	53	22	41
13069	chr4	33837390	33837900	0	0	0	0	0	0	9	14	5	11	4	12
13070	chr4	35021130	35021980	1	6	2	4	10	1	32	33	29	60	21	27
13071	chr4	35022010	35022400	1	5	1	4	2	2	19	22	21	45	7	17
13072	chr4	35025320	35025710	8	8	10	12	3	4	5	19	8	25	0	3
13073	chr4	35358360	35358710	5	8	5	7	4	3	8	2	0	4	1	2
13074	chr4	37001500	37003150	0	0	0	2	0	0	104	92	55	92	27	116
13075	chr4	37441580	37441940	0	1	1	0	0	0	2	2	0	3	1	3
13076	chr4	37666570	37666990	2	10	1	3	2	7	6	13	3	8	2	8
13077	chr4	37718810	37719350	0	0	0	0	0	0	7	13	4	15	2	8
13078	chr4	37760120	37760790	0	0	0	0	0	0	4	3	1	0	2	5
13079	chr4	37812760	37813420	1	0	0	0	0	1	19	14	7	17	5	10
13080	chr4	37976840	37978180	29	85	41	99	81	65	128	177	77	140	38	164
13081	chr4	38281370	38281750	0	0	0	0	0	0	0	1	0	0	2	5
13082	chr4	38311460	38311780	0	0	0	0	0	0	1	2	0	2	3	11
13083	chr4	38311800	38312170	0	0	0	0	0	0	5	6	1	2	4	19
13084	chr4	38318580	38319380	7	21	7	36	13	15	17	36	1	24	6	26
13085	chr4	38374030	38374920	0	0	0	0	0	0	47	31	12	36	12	33
13086	chr4	38621030	38621360	2	4	1	4	4	3	0	1	0	0	1	0
13087	chr4	38666910	38667530	42	134	39	97	61	92	68	114	50	98	25	99
13088	chr4	38753030	38753340	0	0	0	0	0	0	11	8	3	6	3	10
13089	chr4	38787760	38788170	6	12	3	8	8	2	1	0	0	0	0	0
13090	chr4	38889860	38890500	1	8	2	6	4	3	20	23	8	39	4	15
13091	chr4	39036750	39037120	6	14	3	9	17	12	7	11	0	2	5	8
13092	chr4	39037480	39037830	11	14	21	21	24	18	9	5	1	1	3	9
13093	chr4	39255390	39255680	0	0	0	1	0	0	9	5	5	12	3	4
13094	chr4	39464870	39465420	3	10	9	18	9	11	17	7	13	14	10	32
13095	chr4	39815060	39815680	7	21	3	18	9	8	29	32	18	41	14	35
13096	chr4	40054630	40054990	7	31	6	30	8	21	8	4	1	8	6	7
13097	chr4	40254830	40255860	31	28	16	33	85	38	16	6	2	0	9	11
13098	chr4	40255880	40256120	3	5	6	6	2	12	4	0	0	0	1	0
13099	chr4	40316640	40317770	33	78	38	93	61	81	47	37	15	20	43	82
13100	chr4	40317790	40318240	1	3	1	4	2	1	0	4	0	1	3	4
13101	chr4	40525820	40526500	16	52	29	41	24	24	8	5	6	5	10	13
13102	chr4	40547790	40548590	6	25	4	21	6	6	103	54	6	13	61	90
13103	chr4	40576880	40577550	18	68	29	64	29	36	2	1	0	4	0	2
13104	chr4	40672330	40673610	39	111	63	126	52	63	38	39	34	53	9	34
13105	chr4	40841030	40841350	2	1	0	1	2	2	14	16	6	19	6	13
13106	chr4	40908360	40909490	10	23	5	24	13	18	94	139	37	121	37	117
13107	chr4	41124890	41125420	0	0	0	1	1	0	19	41	13	25	6	31
13108	chr4	41125440	41125780	0	0	0	0	1	1	7	25	3	8	0	13
13109	chr4	41141910	41142800	2	1	3	7	7	9	257	221	54	132	50	147
13110	chr4	41155150	41156020	1	0	0	3	5	4	107	96	20	99	28	98
13111	chr4	41159980	41160840	6	11	4	8	18	5	284	256	128	273	86	223
13112	chr4	41209280	41209580	1	3	1	1	0	0	31	23	12	25	11	12
13113	chr4	41216040	41217100	47	173	75	186	136	143	164	200	132	199	85	324
13114	chr4	41475290	41475630	2	6	2	1	11	16	12	11	1	1	7	16
13115	chr4	41477020	41477950	6	8	2	20	4	3	43	52	12	46	15	39
13116	chr4	41524960	41525460	3	7	4	9	20	3	25	4	10	32	6	12
13117	chr4	44145780	44146110	0	0	0	0	0	0	2	9	0	2	2	5
13118	chr4	44150130	44150700	0	0	0	0	0	0	23	30	8	35	2	21
13119	chr4	44157590	44158030	0	0	0	0	0	0	5	9	8	11	1	5
13120	chr4	47032600	47032940	1	0	0	0	0	0	5	10	1	4	6	9
13121	chr4	47531220	47532370	3	9	0	7	4	7	48	64	28	93	19	53
13122	chr4	48127680	48128420	20	43	7	33	20	19	20	35	3	31	5	9
13123	chr4	48173280	48174050	2	9	4	5	7	2	23	13	14	49	3	21
13124	chr4	48603360	48603700	1	4	0	2	11	3	3	4	0	5	3	2
13125	chr4	48697950	48699150	2	6	3	5	3	3	179	260	52	238	39	147
13126	chr4	48699540	48700380	2	12	4	17	2	9	134	211	82	194	72	217
13127	chr4	48944280	48944700	0	1	0	3	3	0	9	7	9	6	2	10
13128	chr4	52552690	52553200	1	1	1	0	1	0	15	5	6	8	14	28
13129	chr4	52711930	52713290	77	307	108	270	192	187	730	839	380	767	320	936
13130	chr4	52721750	52722700	75	227	96	225	144	161	601	813	325	773	354	1046
13131	chr4	52822590	52823340	3	3	2	2	1	5	64	41	2	6	33	60
13132	chr4	52837410	52838780	3	0	1	3	0	1	328	224	90	214	76	205
13133	chr4	53507460	53508530	0	0	0	0	0	0	53	35	22	37	20	57
13134	chr4	53702320	53703420	9	26	15	24	37	33	33	37	12	32	16	53
13135	chr4	53908530	53908960	1	1	0	0	1	2	15	4	2	7	6	5
13136	chr4	53962410	53962950	0	4	2	5	2	2	27	29	15	43	10	25
13137	chr4	54076510	54078300	0	0	0	0	1	0	290	291	119	413	48	182
13138	chr4	54082310	54082820	0	0	0	1	0	0	4	25	9	29	2	5
13139	chr4	54152770	54153490	0	0	0	0	0	0	49	23	9	22	13	34
13140	chr4	54165370	54166100	0	0	0	0	0	2	38	57	13	55	12	74
13141	chr4	54197020	54197310	0	0	0	0	0	0	2	1	0	2	2	4
13142	chr4	54378620	54379170	0	0	0	0	0	0	9	5	5	15	2	7
13143	chr4	54498570	54499020	0	1	0	0	0	0	10	11	6	13	4	21
13144	chr4	54499630	54500190	0	0	0	0	0	0	8	8	5	12	8	22
13145	chr4	54525540	54525820	0	0	0	0	0	0	10	3	2	12	1	3
13146	chr4	54525840	54526300	0	0	1	0	0	0	5	4	3	8	1	8
13147	chr4	54552990	54553670	0	0	0	0	0	0	11	7	1	3	8	10
13148	chr4	54929450	54930990	0	0	0	0	0	0	41	37	17	46	10	39
13149	chr4	54958140	54958730	0	0	0	0	0	0	10	19	5	30	2	10
13150	chr4	55033200	55033790	0	0	0	0	0	0	2	8	1	1	6	18
13151	chr4	55175450	55176750	6	7	2	3	8	3	209	160	63	125	87	161
13152	chr4	55183740	55184160	3	1	3	4	12	7	26	40	9	30	14	38
13153	chr4	55398000	55398590	55	78	49	57	47	65	12	37	17	32	19	30
13154	chr4	56048700	56049390	28	91	48	103	49	62	66	31	22	39	14	39
13155	chr4	56049400	56050040	17	23	19	42	25	22	18	28	16	32	13	18
13156	chr4	56390340	56390810	7	25	3	20	14	16	29	56	8	56	9	29
13157	chr4	56461930	56462440	8	35	13	53	19	22	63	65	38	89	30	71
13158	chr4	56613070	56613900	0	0	0	1	2	1	9	31	2	19	8	22
13159	chr4	56757030	56758250	13	18	5	18	25	15	76	52	31	49	32	78
13160	chr4	56937260	56937790	4	7	3	6	2	4	6	7	7	18	3	15
13161	chr4	57065230	57065720	8	20	16	29	30	34	12	16	9	13	6	13
13162	chr4	57065790	57066350	19	31	15	39	43	33	13	15	12	18	5	15
13163	chr4	57081340	57081960	16	38	20	29	27	26	28	31	23	41	8	16
13164	chr4	57119030	57119690	6	13	5	9	16	8	32	19	19	40	5	14
13165	chr4	57131900	57132710	1	0	3	2	1	0	24	15	13	13	8	17
13166	chr4	57163610	57164270	10	14	8	28	14	12	12	20	7	25	13	23
13167	chr4	57490380	57490910	12	11	5	13	5	7	0	0	0	0	0	0
13168	chr4	59497800	59498120	0	0	0	0	0	0	8	3	2	11	2	4
13169	chr4	59818610	59818960	3	2	2	5	3	4	33	20	9	18	18	31
13170	chr4	60485330	60485620	0	0	0	0	0	0	5	0	1	6	0	0
13171	chr4	60658630	60659290	0	0	0	0	0	0	22	20	11	27	15	22
13172	chr4	60724450	60725010	2	1	0	1	1	0	21	15	7	12	5	10
13173	chr4	61204140	61204770	0	4	0	1	1	0	52	36	6	9	31	68
13174	chr4	61443810	61444180	0	0	0	0	0	0	6	6	2	10	5	8
13175	chr4	61444200	61444510	0	0	0	0	0	2	7	3	1	2	1	8
13176	chr4	61462280	61462780	1	3	1	5	4	3	1	4	4	2	5	8
13177	chr4	62457220	62457830	0	0	0	1	0	0	15	4	3	11	2	4
13178	chr4	63211710	63212150	0	0	0	0	0	0	23	10	7	21	2	18
13179	chr4	64271490	64272200	0	2	5	4	5	2	26	38	5	18	6	21
13180	chr4	65998970	65999900	8	25	9	16	12	13	38	32	14	55	24	35
13181	chr4	66371830	66372400	0	0	0	0	0	0	15	15	5	4	3	9
13182	chr4	66564690	66565830	9	29	8	23	7	8	128	73	60	133	24	71
13183	chr4	66574970	66575580	4	21	10	13	3	6	17	35	37	35	12	29
13184	chr4	67403390	67403800	0	0	0	0	1	0	2	0	0	3	4	16
13185	chr4	67885800	67886220	1	0	0	0	0	2	9	5	4	6	3	5
13186	chr4	70631690	70632480	0	0	0	0	0	0	10	20	6	10	10	40
13187	chr4	70670290	70670650	3	4	6	7	5	4	0	0	0	0	0	0
13188	chr4	72006480	72007240	1	0	0	0	0	0	4	11	6	10	13	38
13189	chr4	72205790	72206480	0	0	0	0	0	0	24	30	3	60	4	24
13190	chr4	72206950	72207420	0	0	0	0	0	0	22	28	5	20	1	30
13191	chr4	72631020	72631500	0	0	0	0	0	0	27	11	8	27	6	25
13192	chr4	72899180	72899710	0	0	0	0	0	0	11	6	4	16	1	10
13193	chr4	72971580	72972060	2	2	1	4	2	1	4	10	1	12	6	6
13194	chr4	72987890	72988340	0	0	0	0	0	0	8	7	1	1	1	5
13195	chr4	73450360	73450970	6	5	6	2	5	3	5	13	8	18	1	8
13196	chr4	73599170	73599840	21	30	18	36	25	19	0	2	1	8	5	3
13197	chr4	73676710	73677450	11	48	21	32	21	13	0	0	0	0	1	0
13198	chr4	73679770	73680580	18	34	9	30	19	8	0	0	0	0	1	0
13199	chr4	73682880	73683470	18	30	15	23	20	15	1	0	0	0	0	0
13200	chr4	73704310	73705780	82	122	60	138	66	56	11	10	2	12	1	0
13201	chr4	73707700	73708420	16	33	16	41	8	17	0	0	0	0	1	0
13202	chr4	73734610	73735200	13	18	14	20	8	8	0	0	0	0	0	0
13203	chr4	73776440	73776800	7	32	7	22	15	14	0	1	0	0	0	0
13204	chr4	73777670	73778090	4	7	13	8	9	2	1	0	0	0	0	0
13205	chr4	73816640	73817480	22	24	6	31	12	8	2	0	1	1	0	0
13206	chr4	73885590	73886430	35	89	38	62	48	27	0	0	0	0	0	0
13207	chr4	73892070	73892460	10	15	3	18	9	4	0	0	0	0	0	0
13208	chr4	73917220	73917700	3	9	3	11	1	5	5	7	0	7	1	5
13209	chr4	73994700	73995550	243	1022	173	996	265	314	0	0	0	1	10	0
13210	chr4	74031960	74032570	7	11	6	19	10	8	0	0	0	1	0	0
13211	chr4	74109060	74110190	79	157	66	140	124	113	61	63	27	69	15	38
13212	chr4	74116720	74117670	31	49	19	29	18	33	0	1	0	0	2	5
13213	chr4	74207440	74208240	1	5	0	8	2	1	26	25	6	64	0	14
13214	chr4	74374370	74374900	8	28	5	22	1	15	8	7	10	3	2	4
13215	chr4	74375690	74376050	20	61	8	59	30	40	28	18	12	16	2	14
13216	chr4	74473010	74473440	0	1	0	0	3	5	7	14	2	6	2	19
13217	chr4	74618630	74619050	4	12	2	6	10	16	0	0	0	0	1	0
13218	chr4	74653950	74654780	17	45	15	42	30	29	0	0	0	0	0	0
13219	chr4	75561910	75562120	0	1	0	0	0	0	5	1	2	8	1	3
13220	chr4	75841570	75842220	11	16	16	20	8	8	0	0	0	1	0	1
13221	chr4	75843920	75844720	21	62	23	52	26	36	2	0	0	0	0	0
13222	chr4	76087210	76087520	0	1	0	0	0	0	3	7	2	4	3	4
13223	chr4	76208300	76208770	12	25	8	26	24	15	11	6	2	5	3	5
13224	chr4	76420980	76421390	3	12	5	10	6	12	6	13	12	12	4	14
13225	chr4	76421410	76421780	3	0	2	2	2	0	10	6	8	6	6	4
13226	chr4	76446680	76447230	0	0	0	0	0	0	3	1	0	1	3	24
13227	chr4	76458510	76459720	0	0	0	0	0	0	151	164	81	199	44	141
13228	chr4	76459730	76460040	0	0	0	0	2	0	83	78	41	115	22	71
13229	chr4	76460070	76460940	0	0	0	1	0	0	90	137	29	191	8	79
13230	chr4	76526450	76527220	5	8	6	4	8	6	46	38	9	8	13	80
13231	chr4	76546660	76547460	0	0	0	2	2	4	45	27	10	29	10	38
13232	chr4	76550980	76551780	0	0	0	0	0	0	33	38	17	72	9	39
13233	chr4	76562180	76562550	0	0	0	0	1	2	14	16	4	8	5	11
13234	chr4	76563500	76564000	0	2	1	0	5	9	15	19	2	16	5	24
13235	chr4	76585700	76586370	9	25	6	20	16	27	22	32	20	31	7	32
13236	chr4	76589540	76591300	8	5	0	7	9	12	282	341	113	324	104	348
13237	chr4	76611500	76612080	8	8	7	5	17	10	21	23	5	13	8	32
